genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0001	BDI_0001		1	1398	+	1398	dnaA	chromosomal replication initiation protein				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0002	BDI_0002		1656	4196	+	2541		putative ribonucleoside reductase				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0003	BDI_0003		4220	6907	+	2688		4-alpha-glucanotransferase				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0004	BDI_0004		6947	7318	-	372		hypothetical protein				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0005	BDI_0005		7410	7778	+	369		dihydroneopterin aldolase				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0006	BDI_0006		7856	9292	+	1437		putative hydrogenase				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0007	BDI_0007		9298	10545	+	1248		hypothetical protein				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0008	BDI_0008		10640	11284	+	645		MarC family integral membrane protein				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0009	BDI_0009		11320	11790	-	471		hypothetical protein				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0010	BDI_0010		11661	12071	-	411		beta-hexosaminidase precursor				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0011	BDI_0011		12295	12756	+	462		putative two-component system sensor histidine kinase				
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	RefSeq	CDS		BDI_0012	BDI_0012		12917	13342	+	426		putative two-component system response regulator				
