genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0002	SH8109_0002		3270	3425	+	156		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0005	SH8109_0005		4721	4840	+	120		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0006	SH8109_0006		5129	5293	+	165		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0007	SH8109_0007		6036	7550	+	1515		neutral invertase like protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0008	SH8109_0008		7625	8107	-	483		cytb6/F complex subunit IV			1.10.99.1|Transferred entry: 1.10.9.1	
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0009	SH8109_0009		8147	8809	-	663		cytochrome b6				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0010	SH8109_0010		8871	10148	+	1278		carboxyl--processing protease			3.4.21.102|C-terminal processing peptidase	
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0011	SH8109_0011		10217	11410	+	1194		metal dependent phosphohydrolase				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0012	SH8109_0012		11382	12056	+	675		septum site-determining protein MinC				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0013	SH8109_0013		12120	12932	+	813	minD	septum site-determining protein MinD				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0014	SH8109_0014		12937	13245	+	309	minE	cell division topological specificity factor MinE				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0015	SH8109_0015		13287	13427	+	141		conserved domain protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0017	SH8109_0017		13568	13741	-	174		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0018	SH8109_0018		13738	14352	-	615		possible translation factor				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0019	SH8109_0019		14366	15253	-	888		modification methylase, HemK family				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0020	SH8109_0020		15407	15562	-	156		SMF protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0021	SH8109_0021		15569	15754	-	186		SMF protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0022	SH8109_0022		15811	16038	+	228		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0023	SH8109_0023		16168	16317	-	150		SMF protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0024	SH8109_0024		16373	16777	-	405		possible thioesterase				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0025	SH8109_0025		16860	17708	+	849		universal stress protein family protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0027	SH8109_0027		17689	17877	+	189		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0026	SH8109_0026		17874	18314	-	441		ferredoxin				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0028	SH8109_0028		18533	20092	+	1560	psbB	photosystem II chlorophyll-binding protein CP47				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0029	SH8109_0029		20408	20905	+	498	nrdR	transcriptional regulator NrdR				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0030	SH8109_0030		21053	22144	+	1092		30S ribosomal protein S1				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0031	SH8109_0031		22150	22923	+	774		HAD-superfamily hydrolase subfamily IA, variant 3				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0032	SH8109_0032		22947	24182	+	1236	metK	methionine adenosyltransferase			2.5.1.6|Methionine adenosyltransferase	00270|Cysteine and methionine metabolism
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0033	SH8109_0033		24187	25425	+	1239		carbohydrate kinase, fggy family				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0034	SH8109_0034		25452	25565	+	114		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0035	SH8109_0035		25657	25881	+	225		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0036	SH8109_0036		26053	26487	+	435		possible amidophosphoribosyltransferase				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0038	SH8109_0038		27762	28007	-	246		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0039	SH8109_0039		29314	29463	-	150		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0040	SH8109_0040		29639	29869	-	231		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0041	SH8109_0041		29946	30077	+	132		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0042	SH8109_0042		30074	30388	+	315		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0043	SH8109_0043		30430	30585	+	156		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0044	SH8109_0044		30602	30781	-	180		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0045	SH8109_0045		31089	31256	+	168		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0046	SH8109_0046		31278	31406	+	129		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0047	SH8109_0047		31424	31591	+	168		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0048	SH8109_0048		31927	32265	+	339		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0049	SH8109_0049		32396	32575	+	180		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0050	SH8109_0050		32701	32844	+	144		conserved hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0051	SH8109_0051		32874	33014	-	141		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0052	SH8109_0052		33022	33141	-	120		hypothetical protein				
166314.3	Synechococcus sp. WH 8109	NZ_GG704594	RefSeq	CDS		SH8109_0053	SH8109_0053		33609	35036	-	1428		hypothetical protein				
