genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
397291.3	Lachnospiraceae bacterium A4	ASSR01000001	RefSeq	CDS		C804_00001	C804_00001		174	1109	-	936		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000001	RefSeq	CDS		C804_00002	C804_00002		1226	1438	-	213		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000001	RefSeq	CDS		C804_00003	C804_00003		1592	1800	+	209		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00004	C804_00004		1	377	-	377		cell filamentation protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00005	C804_00005		401	745	-	345		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00006	C804_00006		1046	1582	+	537		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00007	C804_00007		1732	1908	-	177		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00008	C804_00008		1905	2111	-	207		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00009	C804_00009		2187	2681	-	495		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00010	C804_00010		2778	3302	+	525		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00011	C804_00011		3235	3390	-	156		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00012	C804_00012		3679	4695	-	1017		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00013	C804_00013		4698	5402	-	705		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00014	C804_00014		5649	6317	-	669		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00015	C804_00015		6363	10055	-	3693		DNA topoisomerase III				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00016	C804_00016		10076	10879	-	804		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00017	C804_00017		11110	12195	-	1086		aspartate-semialdehyde dehydrogenase				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00018	C804_00018		12266	12859	-	594		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00019	C804_00019		12856	14235	-	1380		argininosuccinate lyase				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00020	C804_00020		14397	15479	-	1083		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00021	C804_00021		15765	16553	+	789		hypothetical protein				
397291.3	Lachnospiraceae bacterium A4	ASSR01000003	RefSeq	CDS		C804_00022	C804_00022		16534	17376	+	843		hypothetical protein				
